"Ad report (Jul 9, 2014)",,,,,,,,,,,,,,,,,,,,,
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}C9HKAIAM_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Bdatabases%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Database [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Free,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}582IZqDh_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free [E],approved, --,Search Only,All features,0,1,0.00%,0,0,9,0,0,0.00%,0
enabled,Find Free Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}SDzvnlLy_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Search_Web [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}8C6POfNe_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dcriminal%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Criminal [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}N8x4VP9X_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records [B],approved, --,Search Only,All features,0,31,0.00%,0,0,6.4,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}sU3SC48t_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Search [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Church Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Church,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}xHDZISwu_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bchurch%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Church [E],approved, --,Search Only,All features,0,1,0.00%,0,0,1,0,0,0.00%,0
enabled,Ancestry.com,"Search census, birth, marriage and",death records - Start a free trial.,Ancestry.com,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}1zjgsn94_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Records_Public City,approved, --,Search Only,All features,0,2,0.00%,0,0,5,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}5z0JQYyX_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Search [B],approved, --,Search Only,All features,1,32,3.12%,0.46,0.46,4.1,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Search,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}7cWEkVMF_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dsearch%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Search [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Search,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}lFqdVWgF_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dsearch%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Search [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Public Records Websites,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}og8TwRIS_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bwebsites%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Com [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Church,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}kjs9ce5M_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bchurch%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Church [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Ancestry.com,"Search census, birth, marriage and",death records - Start a free trial.,Ancestry.com,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}FIlYFyaF_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Records_Public,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Search,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}O54d5N9L_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dsearch%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Search [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}8YpB1eUf_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bwebsites%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Com [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}FI3KicTc_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bonline%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Online [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Data,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}hpprKIeh_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bdata%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Data [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Find Free Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Free,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}TVAncR29_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free [B],approved, --,Search Only,All features,1,97,1.03%,0.54,0.54,6.3,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Search,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}r5fwMc3B_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dsearch%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Search [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}pOB1fkZl_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dcriminal%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Criminal [B],approved, --,Search Only,All features,0,1,0.00%,0,0,2,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}t9x3VYA7_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Search_Web [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Will,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}YLNwFknM_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bwill%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Will [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Will,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}ACUQ0niQ_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bwill%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Will [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Find Public Records Now,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Now,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}SGxpWGv0_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bnow%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Now [B],approved, --,Search Only,All features,0,2,0.00%,0,0,5.5,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Will,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}tLyQHXyD_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bwill%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Will [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Find,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}NDjRqAWJ_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Find [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}raUB04Go_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bwebsites%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Com [B],approved, --,Search Only,All features,0,1,0.00%,0,0,8,0,0,0.00%,0
enabled,Church Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Church,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}9NqUml7T_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bchurch%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Church [B],approved, --,Search Only,All features,9,679,1.33%,1.13,10.19,2,1,10.19,11.11%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}N0JjIxkU_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Search_Web [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Will,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}G60h0WEF_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bwill%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Will [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
