"Ad report (Jul 9, 2014)",,,,,,,,,,,,,,,,,,,,,
enabled,Find Public Records Now,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Now,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}DY2Y6zOy_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bnow%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Now [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Public Records Websites,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}1QROMJLk_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bwebsites%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Com [B],approved, --,Search Only,All features,0,1,0.00%,0,0,5,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_School,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}q29X8Sx3_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bschool%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_School [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Church,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}n14mmBbt_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bchurch%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Church [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Find Free Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Free,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}qxCXdIkN_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free [E],approved, --,Search Only,All features,4,148,2.70%,0.9,3.58,3.8,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Now,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}4w5rxRjN_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bnow%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Now [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}f4EKTHZ3_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records [B],approved, --,Search Only,All features,0,18,0.00%,0,0,6.5,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Find,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}KkYRoIZF_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Find [B],approved, --,Search Only,All features,0,8,0.00%,0,0,3.3,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}b0UB745e_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records [E],approved, --,Search Only,All features,1,53,1.89%,0.53,0.53,7.9,0,0,0.00%,0
enabled,Ancestry.com,Official Site. 13+ bilion records.,Discover your story today.,Ancestry.com,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}F8mJwu6C_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Records_Public City,approved, --,Search Only,All features,0,28,0.00%,0,0,3.6,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}RT9O7x5N_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Find Free Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}uH8oDClq_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Search_Web [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Ancestry.com,Official Site. 13+ bilion records.,Discover your story today.,Ancestry.com,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}uYRM1ekm_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Records_Public,approved, --,Search Only,All features,0,1,0.00%,0,0,5,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Data,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}OW0Pjh1L_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bdata%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Data [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Find Free Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}5ouU5XQh_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bonline%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Online [E],approved, --,Search Only,All features,0,4,0.00%,0,0,7.8,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Search,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}4udVXIZN_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dsearch%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Search [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}HVHGJ64m_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bwebsites%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Com [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Find Free Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}sN4h17Cy_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Bdatabases%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Database [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Data,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}yQeKra8b_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bdata%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Data [E],approved, --,Search Only,All features,0,1,0.00%,0,0,5,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Now,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}SYHmTiyb_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bnow%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Now [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Find Free Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}eHWI7qb6_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Bdatabases%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Database [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Criminal Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}MEj69fIK_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dcriminal%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Criminal [E],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,School Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_School,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}v1P9Uc7S_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bschool%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_School [E],approved, --,Search Only,All features,1,5,20.00%,0.22,0.22,2.4,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_School,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}oOV0FjUd_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bschool%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_School [B],approved, --,Search Only,All features,0,42,0.00%,0,0,2.9,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Church,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}spu595X1_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bchurch%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Church [B],approved, --,Search Only,All features,0,8,0.00%,0,0,2,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}2YuibJZy_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dcriminal%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Criminal [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}BWs7ZaHN_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Bdatabases%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Database [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Data,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}oWOQrjRm_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%2Bdata%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Data [B],approved, --,Search Only,All features,0,2,0.00%,0,0,7,0,0,0.00%,0
enabled,Instant Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_School,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}O9CuwOCh_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Bschool%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_School [E],approved, --,Search Only,All features,0,1,0.00%,0,0,2,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Search,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}dteLIlFX_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dsearch%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Search [B],approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records_Find,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}iiPhS4S0_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Find [B],approved, --,Search Only,All features,1,3,33.33%,0.79,0.79,3.7,0,0,0.00%,0
enabled,Search Public Records,1) Enter any information,2) View public records online!,Ancestry.com/Public_Records,http://tracker.marinsm.com/rd?cid=93095py25419&mkwid={ifsearch:s}{ifcontent:c}Mxt5yPs0_d{device}&pcrid={creative}&pkw={keyword}&pmt={matchtype}&lp=http%3A%2F%2Fwww.ancestry.com%2Fs21837%2Ft27295%2Frd.ashx%3Fstate%3D%26kw%3Dfree%2Bpublic%2Brecords%26s_kwcid%3D{keyword},G_Records_Public,Public_Records_Free_Search [E],approved, --,Search Only,All features,0,1,0.00%,0,0,9,0,0,0.00%,0
Total - filtered, --, --, --, --, --, --, --, --, --, --, --,76,3568,2.13%,0.65,49.67,3.8,1,49.67,1.32%,0
Total - Search, --, --, --, --, --, --, --, --, --, --, --,76,3568,2.13%,0.65,49.67,3.8,1,49.67,1.32%,0
Total - Display Network, --, --, --, --, --, --, --, --, --, --, --,0,0,0.00%,0,0,0,0,0,0.00%,0
Total, --, --, --, --, --, --, --, --, --, --, --,76,3568,2.13%,0.65,49.67,3.8,1,49.67,1.32%,0
